node_id,parent_id,concept.ko,concept.en,aliases,definition,logic,examples.name,examples.description,tips,prerequisites.ko,prerequisites.en
121,120,메이저세븐코드에서 사용 가능한 텐션,Tensions Available on Major 7th Chords,Maj7 텐션; 메이저세븐 텐션,"메이저세븐코드에서 사용 가능한 텐션으로는 9, #11, 13이 대표적이며, 이들은 코드의 기본음 위에 추가되어 더욱 풍성하고 색채감 있는 사운드를 만들어줍니다.","메이저세븐코드는 1, 3, 5, 7음으로 이루어진 기본 4화음입니다.; 여기에 텐션을 더함으로써 조화로운 확장음을 만들어 낼 수 있고, 각 텐션은 독특한 분위기와 색깔을 더해줍니다.; 이 세 가지 텐션(9, #11, 13)은 주로 Cmaj7(9, #11, 13) 등과 같이 명시적으로 표기하며, 모두 동시에 또는 일부만 활용할 수도 있습니다.; ",Cmaj7(#11),Cmaj7 코드(도-미-솔-시)에 F#(#11)를 추가하면 신비롭고 밝은 분위기가 강조됩니다.,"메이저세븐 코드에는 b9, #9, b13 등 강한 불협화 텐션은 사용하지 않습니다.; 단 특별한 의도로 사용되는 경우에는 일시적으로 허용될 수 있습니다.",세븐스 코드,Seventh Chord
122,120,마이너세븐코드에서 사용 가능한 텐션,Tensions Available on Minor 7th Chords,m7 텐션; 마이너세븐 텐션,"마이너세븐코드에서 사용 가능한 텐션으로는 9, 11, 13 텐션이 사용 가능합니다. 텐션을 추가하면 대부분의 곡에서 감성적이면서도 풍부한 색채감을 더할 수 있습니다.","마이너세븐코드는 1, b3, 5, b7음으로 이루어진 기본 4화음입니다.; 여기에 텐션을 더함으로써 조화로운 확장음을 만들어 낼 수 있고, 각 텐션은 독특한 분위기와 색깔을 더해줍니다.; 이 세 가지 텐션(9, 11, 13)은 주로 Dm7(9, 11, 13) 등과 같이 명시적으로 표기하며, 모두 동시에 또는 일부만 활용할 수도 있습니다.; ",Cm7(11),Cm7 코드(도-미b-솔-시b)에 11(파)을 더해 차분하며 몽환적인 분위기를 연출할 수 있습니다.,"마이너세븐코드에서 b9, #11, b13 등은 보통 사용하지 않으나, 특정 모드(예: 도리안, 프리지안 등)에서 가능할 수 있습니다.",세븐스 코드,Seventh Chord
123,120,도미넌트세븐코드에서 사용 가능한 텐션,Tensions Available on Dominant 7th Chords,7 텐션; 도미넌트세븐 텐션,"도미넌트세븐코드는 9, b9, #9, 11, #11, 13, b13 등 거의 모든 종류의 텐션을 자유롭게 적용할 수 있습니다.","도미넌트세븐코드는 화음 내 불안정하고 긴장감 있는 특성 덕분에 텐션을 많이 쌓아도 조화롭게 들리는 특징이 있습니다.; 특히 b9, #9, #11, b13 등은 도미넌트 코드에만 특징적으로 사용되며, 재즈/블루스/팝 등 다채로운 분위기를 연출합니다.; 코드 기호에는 예를 들어 G7(b9, #9, 13)과 같이 여러 텐션을 중복 표기할 수 있습니다.","G7(b9,#9,13)","G7코드(솔-시-레-파)에 b9(라b), #9(라#), 13(미)를 모두 더하면 재즈적이고 강렬한 긴장이 생깁니다.","도미넌트세븐코드에는 거의 모든 텐션이 허용되나, 동시에 여러 텐션을 쌓을 땐 멜로디와의 충돌을 항상 확인해야 합니다.; 긴장감이 더 세질수록 다음 화음(토닉)으로의 해결이나 감정 변화가 더 극적으로 느껴집니다.",세븐스 코드,Seventh Chord
124,,고급 화성학,Advanced Harmony,고급 화성 이론; Advanced Chord Theory,"고급 화성학은 전통적인 다이어토닉 중심의 화성학을 넘어, 복잡하고 창의적인 화성 구조, 현대적 화성 기법과 체계적인 확장 기법을 다루는 단계입니다.","고급 화성학에서는 더 이상 단순한 다이어토닉 혹은 세컨더리 코드에 머무르지 않고, 모달 인터체인지, 모드스케일, 대리화성, Upper Structure triad, 폴리코드, 비화성음의 체계적 활용 등 확장적 기법을 폭넓게 탐구합니다.",Upper Structure Triad,"C7 코드 위에 D메이저 트라이어드(9, #11, 13 포함)를 쌓아 다양한 텐션과 어퍼 스트럭처를 활용합니다.",고급 화성학 이론은 상황에 맞는 '감상적 판단'과 '귀로 듣는 확인'이 반드시 병행되어야 진정한 음악적 힘이 나타납니다.; 복잡한 텐션이나 폴리코드처럼 서로 다른 음 사이의 충돌·배치·해소를 귀로 자주 연습하여 현대적 컨셉을 익혀보세요.,중급 화성학,Intermediate Harmony
125,1,고급 스케일,Advanced Scales,심화 스케일; 모드스케일; 비다이어토닉 스케일,"고급화성학에서의 스케일과정은 메이저·마이너 중심의 기본 음계에서 확장된, 보다 복잡하고 독특한 음정 구조를 지닌 다양한 스케일을 포괄하는 용어입니다. 이들 스케일은 현대적·실험적 음악이나 재즈, 퓨전 등에서 색채감, 긴장감, 독창성을 부여하기 위해 사용됩니다.","고급 스케일에서는 전통 조성음악을 넘어서는 음계들(모드, 블루스, 펜타토닉, 홀톤, 디미니쉬드, 얼터드, 크로매틱 등)이 포함되어, 특정 코드·화성·즉흥 연주에서 개성 있는 색채와 분위기를 만듭니다.; 각 스케일은 음정 배열, 포함된 음의 개수, 특징적 텐션 등이 고유하여, 기본 스케일로는 표현하기 어려운 미묘하거나 파격적인 음악적 효과를 얻을 수 있습니다.; 곡, 편곡, 애드립, 솔로 등 많은 음악 실전에서 이들 스케일은 음악적 상상력을 넓히는 열쇠로 작용합니다.",홀톤 스케일,"온음-온음으로만 이루어진 6음 스케일로, 몽환적이면서 현대적인 사운드를 연출합니다.","애드립, 재즈, 영화음악 등에서 활용하면 음악에 깊은 개성과 색다른 긴장감을 줄 수 있습니다.; 복잡한 구조 때문에 처음엔 낯설 수 있지만, 여러 번 사용해보면 자연스럽게 귀에 익힐 수 있습니다.",스케일,Scale
126,125,마이너 블루스 스케일,Minor Blues Scale,블루스 마이너 스케일; 블루스 단음계,"마이너 블루스 스케일은 마이너 펜타토닉 스케일에 블루 노트(감5도 또는 증4도)를 추가하여, 블루스 특유의 슬픔·그루브·독특한 긴장감을 표현하는 6음 스케일입니다.","마이너 펜타토닉(1, b3, 4, 5, b7)에 감5도(또는 #4)를 더해 1, b3, 4, #4(혹은 b5), 5, b7로 구성됩니다.; 이 스케일의 핵심 특징은 4도와 5도 사이에 위치한 블루 노트(b5)로, 즉흥 연주나 솔로에서 블루지하면서도 독특한 감정을 만듭니다.; 블루스, 락, 재즈, 팝 등 다양한 스타일에서 멜로디와 애드립의 소재로 매우 자주 사용됩니다.",A 마이너 블루스 스케일,"A, C, D, D#, E, G로 구성됩니다. 여기서 D#(혹은 Eb)가 블루 노트(감5도) 역할을 합니다.",블루 노트(감5도)는 잠깐씩 빠르게 지나는 식으로 연주하면 전형적 블루스 뉘앙스가 잘 살아납니다.; 마이너 블루스 스케일은 마이너 코드뿐 아니라 다양한 코드 진행 위에서도 자유롭게 쓸 수 있어 실용적입니다.,마이너 펜타토닉 스케일,Minor Pentatonic Scale
127,125,메이저 블루스 스케일,Major Blues Scale,블루스 메이저 스케일; 블루스 장음계,"메이저 블루스 스케일은 메이저 펜타토닉 스케일에 블루 노트(감3도, b3)를 추가하여, 밝으면서도 독특한 블루스 느낌과 어울림을 동시에 갖는 6음 스케일입니다.","메이저 펜타토닉(1, 2, 3, 5, 6)에 감3도(b3)를 더해 1, 2, b3, 3, 5, 6의 음으로 구성됩니다.; 기서 b3(감3도)는 장3도(3)와의 미세한 긴장감을 만들어내며, 고전 블루스와 락, 팝의 솔로에서 서정적이면서도 블루스적인 사운드를 연출할 수 있습니다.; 이 스케일은 메이저 코드 위에서 사용 시 밝으면서도 블루지한 느낌을 동시에 낼 수 있어 독특한 분위기를 만듭니다.",C 메이저 블루스 스케일,"C, D, D#, E, G, A로 이루어져 있으며, D#(Eb)가 블루 노트(b3) 역할을 합니다.","블루 노트(b3)는 솔로나 멜로디에서 미끄러지듯 연주하면 정말 블루스다운 느낌이 살아납니다.; 메이저 블루스 스케일을 통해 밝으면서도 슬픈, 두 가지 정서가 공존하는 블루지한 멜로디를 만들 수 있습니다.; 애드립이나 작곡 시 메이저 펜타토닉 위주의 라인에 블루 노트 한 음만 더해도 바로 블루스 특유의 컬러가 살아납니다.",메이저 펜타토닉 스케일,Major Pentatonic Scale
128,125,마이너 펜타토닉 스케일,Minor Pentatonic Scale,펜타토닉 마이너; Minor Pentatonic,"마이너 펜타토닉 스케일은 오직 5개의 음(1, b3, 4, 5, b7)으로 이루어진 단순하면서도 강렬한 소리를 내는 마이너 계열의 기본 음계입니다.","1도(근음), b3도(단3도), 4도, 5도, b7도(단7도)로 구성되어 있기 때문에 불협화음이 적고, 멜로디와 즉흥연주에 적합하며 다양한 장르에서 널리 사용됩니다.; 단순한 구조 덕분에 초보자도 쉽게 접근할 수 있고, 락, 블루스, 재즈, 팝 등 많은 음악 스타일에서 필수적으로 쓰입니다.",A 마이너 펜타토닉 스케일,"A(라), C(도), D(레), E(미), G(솔)로 구성되어 있습니다.","마이너 펜타토닉 스케일만 잘 익혀도 블루스, 록 기타 솔로나 베이스 라인 등에서 매우 효과적으로 활용할 수 있습니다.; 기본 펜타토닉 라인에 블루 노트(b5)를 더하면 마이너 블루스 스케일로 확장할 수 있습니다.",스케일,Scale
129,125,메이저 펜타토닉 스케일,Major Pentatonic Scale,펜타토닉 메이저; Major Pentatonic,"메이저 펜타토닉 스케일은 메이저 스케일의 5개 기본음을 골라 구성된 음계로, 밝고 부드러운 사운드를 지니며 전 세계 거의 모든 민요와 팝, 록 등 다양한 장르에 널리 쓰입니다.","메이저 스케일(1, 2, 3, 4, 5, 6, 7)에서 4도와 7도를 제외한 1, 2, 3, 5, 6으로 구성됩니다.; 이 스케일은 불협화음이 거의 없고, 멜로디와 즉흥 연주, 동요, 포크, 록, 재즈 등에서 매끄럽고 따스한 느낌의 선율을 만듭니다.; 간결한 5음 구조로 형식에 구애받지 않고 즉흥적으로 다양한 음악적 아이디어를 펼칠 수 있습니다.",C 메이저 펜타토닉 스케일,"C(도), D(레), E(미), G(솔), A(라) 다섯 개 음으로 이루어져 있습니다.",짧은 프레이즈나 테마를 만들 때 혹은 동요·민요 등에서 많이 사용되는 패턴이니 꼭 익혀두면 여러 방면에 활용이 가능합니다.; 메이저 펜타토닉은 애드립이나 작곡 시 밝고 친근한 느낌을 내고 싶을 때 유용합니다.; 대표적으로 아리랑 곡이 있습니다. 피아노의 검은건반만으로도 연주 할 수 있습니다.,스케일,Scale
130,125,하프-홀 디미니시드 스케일,Half-Whole Diminished Scale,반음-온음 디미니시드 스케일; Half-Whole Scale; Half-Whole Diminished Scale,하프-홀 디미니시드 스케일은 반음-온음 순으로 교차하여 진행되는 8음 구조의 대칭형 스케일입니다.,"반음(Half Step)과 온음(Whole Step)이 번갈아가며 반복되어 구성된 스케일로, 시작 음에서 반음 올라가고 그다음엔 온음, 다시 반음, 온음... 식으로 진행됩니다.; 이 스케일은 한 옥타브에 8개의 음을 포함해 대칭성을 가집니다.",C 하프-홀 디미니시드 스케일,"C, Db, Eb, E, F#, G, A, Bb의 8음으로 이루어집니다. 첫 음(C)부터 반음-온음-반음-온음... 구조로 나아갑니다.","패턴 연주에 익숙해지면, 복잡한 솔로나 불협화음적 긴장감이 필요한 부분에서 효과적으로 쓸 수 있습니다.; 8개 음의 대칭적 구조 덕분에 같은 패턴과 모양을 옥타브마다 반복적으로 사용할 수 있습니다.; 디미니시드세븐코드와 같이 3개(C,C#,D)만 존재합니다.",스케일; 디미니시드세븐코드,Scale; Diminished7 Chord
131,125,홀-하프 디미니시드 스케일,Whole-Half Diminished Scale,온음-반음 디미니시드 스케일; Whole-Half Scale; Whole-Half Diminished Scale,"홀-하프 디미니시드 스케일은 온음-반음 순으로 교차하면서 배열된 8음 구조의 대칭 음계로, 디미니시드7(감7) 코드 위에서 주로 사용되며, 미스터리하면서도 불협화음적인 색채를 더해줍니다.","온음(Whole Step)과 반음(Half Step)이 번갈아 반복되며, 시작 음에서 온음, 다음에는 반음, 다시 온음, 반음... 순서로 진행됩니다.; 이 8음 스케일은 그 대칭성으로 인해 한 옥타브에 항상 같은 구조와 패턴이 유지됩니다.",C 홀-하프 디미니시드 스케일,"C, D, Eb, F, Gb, Ab, A, B의 8음으로 이뤄져 있으며, 처음부터 온음-반음-온음 구조로 이어집니다.","홀-하프 디미니시드 스케일은 C°7, E°7 등 디미니시드7 코드, 혹은 디미니시드 코드가 등장하는 부분에 특히 효과적입니다.; 스케일 전체가 반복 패턴이기 때문에 구성음과 운지 패턴을 외우면 어떤 키로도 쉽게 적용할 수 있습니다.; 디미니시드세븐코드와 같이 3개(C,C#,D)만 존재합니다.",스케일; 디미니시드세븐코드,Scale; Diminished7 Chord
132,125,홀톤 스케일,Whole Tone Scale,온음스케일; Whole-tone Scale; 온음계,"홀톤 스케일은 모든 음이 온음 간격으로 배열된 6음 음계로, 독특하게 부유하고 몽환적인 분위기와 불확정적인 느낌을 연출하는 대칭형 스케일입니다.","홀톤 스케일은 한 옥타브를 온음(whole step)씩만 이동하여 6개의 음으로 채운 음계입니다.; 반음 이하의 작은 간격이 없어 특유의 뚜렷하지 않은 중심성과 미래적인, 신비로운 성격을 가집니다.; C에서 시작할 경우 C, D, E, F#, G#, A#로 구성되고, 어떤 음에서 시작해도 동일한 구조로 만들어집니다.",C 홀톤 스케일,"C, D, E, F#, G#, A#의 6음으로 이루어지며, 음과 음의 간격은 모두 온음입니다",홀톤 스케일은 해결지점이 모호하기 때문에 긴장감이나 떠도는 느낌을 강조하고 싶을 때 사용하면 좋습니다.; 재즈에서는 7#5(aug7) 등 증화음 코드와 함께 많이 사용됩니다.,,
133,125,어그멘티드 스케일,Augmented Scale,Augmented Hexatonic Scale; 증음계; 증6음계; Augmented Hexatonic,"어그멘티드 스케일은 증2도와 반음이 번갈아 나타나는 6음 구성의 대칭 스케일로, 미래적이거나 신비로운 사운드, 독특한 긴장감을 만들어내는 데 사용됩니다.","어그멘티드 스케일은 증2도(Aug2)와 반음(Semitone)이 교대로 반복되어 형성됩니다.; Ex) C에서 시작 : C(근음) – D#(증2도) – E(반음) – G(증2도) – G#(반음) – B(증2도), 그리고 다시 C로 진행됩니다.; 이 규칙적인 특성은, C+코드와 D#+코드의 조합(트라이어드)입니다.; 'C+와 D#+', 'C#+와 F+', 'D+와 F#+', 'D#+와 G+' 이렇게 네 종류가 있습니다.; 언급한 이외의 조합의 경우에는 규칙적인 특성이 아니기에 어그멘티드 스케일이라고 할 수 없습니다.",C 어그멘티드 스케일,"C, D#, E, G, G#, B의 6개 음으로 구성되어 증2도-반음-증2도-반음 패턴이 반복됩니다.","어그멘티드 스케일을 연주할 때는 대칭성과 반복성을 이해하면 즉흥적인 라인이나 독특한 멜로디를 쉽게 진행할 수 있습니다.; 어그멘티드 코드나 어그멘티드7(7#5) 코드와 어우러질 때 독특한 색채를 가장 잘 느낄 수 있습니다.; 익숙하지 않은 모드이니, 3음씩 묶어서 어그멘티드 코드로 분리 한 후 아르페지오로 연습하면 음 간격과 패턴을 체화하는 데 도움이 됩니다.",음정,Interval
134,125,메이저 비밥 스케일,Major Bebop Scale,메이저 비밥 음계; Major Bebop,"메이저 비밥 스케일은 메이저 스케일에 반음(크로매틱) 음을 하나 추가하여 8음으로 구성한 음계로, 즉흥 연주시 다운비트에 코드톤이 자연스럽게 배치되도록 설계된 재즈 음계입니다.","일반적인 7음의 메이저 스케일을 그대로 4/4 박자에 4분음표로 연주하면, 매 다운비트(1, 2, 3, 4박)에 코드톤이 항상 오지 않고 때로는 논코드톤이 오게 됩니다.; 즉흥연주에서는 매 다운비트에 코드톤(1도, 3도, 5도, 7도)이 오면 안정감이 있고, 라인의 흐름이 자연스러워집니다.; 메이저 비밥 스케일은 5도(G)와 6도(A) 사이에 G#(혹은 Ab, 논코드톤)을 추가하여 8음이 되도록 만듭니다.; 이렇게 8음이 되면 4/4 마디에서 8분음표 기준으로 한 마디를 채울 때, 항상 짝수 비트(다운비트)에 코드톤이 정확히 오게 되는 구조입니다.; 스케일 구조상 Cmaj7코드에서 주로 사용합니다.",C 메이저 비밥 스케일,"C, D, E, F, G, G#, A, B, C로 구성됩니다. G와 A 사이에 G#이 추가되어 있습니다.","비밥 스케일의 가장 중요한 목적은 다운비트에 코드톤이 오도록 만드는 것입니다.; 즉흥연주 연습 시 8분음표로 한 마디를 정확히 채우며 코드톤이 언제나 강박에 오도록 훈련하세요.; 스윙 리듬, 재즈 스타일 곡에서 코드톤 중심의 라인을 만들 때 매우 효과적입니다.",스케일,Scale
135,125,마이너 비밥 스케일,Minor Bebop Scale,마이너 비밥 음계; Minor Bebop,"마이너 비밥 스케일은 마이너 스케일에 반음(크로매틱) 음을 추가하여 총 8음이 되도록 구성한 음계로, 재즈 등에서 즉흥 연주 시 다운비트에 코드톤이 자연스럽게 배치되도록 설계된 음계입니다.","일반적인 마이너 스케일은 7음으로 이루어져 있어 4/4 박자의 한 마디에 4분음표 혹은 8분음표로 사용할 때 항상 코드톤이 다운비트에 오지 않을 수 있습니다.; 마이너 비밥 스케일은 이 문제를 해결하기 위해 마이너 스케일에 추가적인 반음을 넣어 총 8음이 되도록 만듭니다.; 이렇게 함으로써 한 마디의 8분음표 전개 시 짝수 박(다운비트)에 코드톤(예: 1, 3, 5, 7도)이 규칙적으로 오도록 하여 라인의 안정성과 코드 감각을 확보할 수 있습니다.; 스케일 구조상 Cm6코드에서 주로 사용합니다.",C 마이너 비밥 스케일,"C, D, Eb, F, G, Ab, A, Bb, C로 구성됩니다. Ab(내림6도)와 A(장6도)를 모두 포함하고 있어, Ab와 A 사이 또는 Bb 사이에 반음이 추가된 형태가 됩니다.","비밥 스케일의 가장 중요한 목적은 다운비트에 코드톤이 오도록 만드는 것입니다.; 즉흥연주 연습 시 8분음표로 한 마디를 정확히 채우며 코드톤이 언제나 강박에 오도록 훈련하세요.; 스윙 리듬, 재즈 스타일 곡에서 코드톤 중심의 라인을 만들 때 매우 효과적입니다.",스케일,Scale
136,125,도미넌트 비밥 스케일,Dominant Bebop Scale,도미넌트 비밥 음계; Dominant Bebop,"도미넌트 비밥 스케일은 믹솔리디안 스케일(도미넌트 7음계)에 반음을 추가해 8음으로 만든 재즈 음계로, 즉흥 연주시 박자에 맞춰 코드톤이 다운비트에 올 수 있도록 설계된 음계입니다.","일반적인 도미넌트 스케일(믹솔리디안)은 7음으로 구성되어 있어 4/4박자 기준 8분음표로 한 마디에 돌려 연주할 때 코드톤이 항상 다운비트에 오지 않을 수 있습니다.; 도미넌트 비밥 스케일은 7도(Bb)와 1도(C) 사이에 7(#7, 즉 B natural)을 추가해 총 8음으로 만듭니다.; 이렇게 8음으로 만들면, 한 마디를 8분음표로 채워도 짝수 박(다운비트)에 코드톤(1, 3, 5, b7)이 정확하게 배치되어 재즈 라인이 안정적으로 들립니다.",C 도미넌트 비밥 스케일,"C, D, E, F, G, A, Bb, B, C로 구성됩니다. 믹솔리디안(C, D, E, F, G, A, Bb, C)에 B(장7도)음을 추가한 것입니다.","비밥 스케일의 가장 중요한 목적은 다운비트에 코드톤이 오도록 만드는 것입니다.; 즉흥연주 연습 시 8분음표로 한 마디를 정확히 채우며 코드톤이 언제나 강박에 오도록 훈련하세요.; 스윙 리듬, 재즈 스타일 곡에서 코드톤 중심의 라인을 만들 때 매우 효과적입니다.",스케일,Scale
137,1,모드,Mode,선법; 모달 스케일; 모드 스케일; Mode Scale; Modal Scale,모드는 음악에서 음계의 특정한 배열이나 음들의 질서 및 그에 따른 독특한 분위기 또는 성격을 나타내는 체계입니다.,"모드는 음계를 조직화하는 한 가지 방식을 의미하며, 해당 음계의 각 계이름(음도)에서 출발할 때 마다 고유한 성격과 분위기를 갖게 됩니다.; 고대 그리스 음계에서 비롯되어 중세와 르네상스 시대에는 교회 음악의 핵심 요소로 사용되었습니다.; 메이저와 마이너 스케일도 모드의 하위개념이며, 그 외에도 아이오니안, 도리안, 프리지안 등 일곱 가지 대표적 모드가 자주 사용됩니다.; 각 모드는 중심음(토닉)과 다른 음 사이의 음정 구조에 따라 경쾌함, 어두움, 신비로움 등 다양한 음악적 분위기를 만들어 냅니다.; 현대 음악, 특히 재즈, 록, 영화음악 등에서 모드의 활용이 다양하게 확장되어 있습니다.; 기본적으로 다이아토닉 메이저스케일 기반에서의 모드는 메이저계열(아이오니안,리디안,믹솔리디안)과 마이너계열(도리안,프리지안,에올리안,로크리안)으로 나뉘는데 이는 구성음에서 3음에 따라서 구분이 됩니다.",조성 음악에서의 메이저/마이너 스케일,"메이저(장조)는 아이오니안 모드, 마이너(단조)는 에올리안 모드로 볼 수 있습니다. 각각의 모드 특유의 음정 배열과 분위기를 지니는 사례입니다.","모드는 곡에 독특한 성격을 부여하는 중요한 재료이므로, 각 모드의 음정차이와 느낌을 체험하며 익혀보는 것이 좋습니다.; 메이저/마이너 외의 모드들도 자주 들어보고, 고유의 분위기를 귀로 체득하는 것이 모드 이해에 도움이 됩니다.; 모드스케일부터는 캐릭터노트, 이론적 사용법 등 연계지어 학습해야 하는 부분이 있기에 텐션에 대해서 필수적으로 이해하고 있어야하며, 이에대해서 '2,4,6음'을 '9,11,13음'으로 대체하여 설명합니다.",스케일; 음정; 텐션,Scale; Interval; Tension
138,137,아이오니안,Ionian,아이오니안모드; 아이오니안스케일; Ionian Mode; Ionian Scale; 메이저스케일; Major Scale,아이오니안 모드는 현대 음악에서 메이저 스케일이라 불리는 가장 기본적이고 밝은 성격의 7음 음계입니다.,"아이오니안 모드는 C음을 기준으로 피아노의 하얀 건반만을 순서대로 연주할 때 나오는 음계로, 도레미파솔라시(도)의 순서입니다.; 구성음은 1-9-3-11-5-13-7이며, 메이저스케일과 구성음이 같습니다.; 특징음(캐릭터노트)는 4음(11음) 혹은 7음인데 주가 되는 캐릭터노트가 아닌, 다른 스케일과 비교하기 위한 부차적인 캐릭터노트로 활용됩니다.",C 아이오니안 모드,"피아노의 하얀 건반에서 C, D, E, F, G, A, B, C 순으로 연주했을 때 생성되는 음계입니다.","아이오니안 모드는 메이저 스케일과 같으니, 이미 메이저 음계에 익숙하다면 아이오니안이라는 명칭만 기억하면 됩니다.; 1-9-3-11-5-13-7구조를 외우면 모든 조성에서 아이오니안 모드를 쉽게 만들 수 있습니다.",스케일; 음정; 텐션,Scale; Interval; Tension
139,137,도리안,Dorian,도리안모드; 도리안스케일; Dorian Mode; Dorian Scale,"도리안 모드는 메이저스케일에서 두 번째 음(레)을 기준으로 시작하는 7음 음계로, 특유의 부드럽고 중성적인 느낌을 가진 모드입니다.","도리안 모드는 D음을 기준으로 피아노의 하얀 건반만을 순서대로 연주할 때 나오는 음계로, 레미파솔라시도(레)의 순서입니다.; 구성음은 1-9-b3-11-5-13-b7로 이루어져 있으며, 내추럴 마이너 스케일(에올리안)과 비교했을 때 6도가 장6도(13)로 상승된 점이 가장 큰 특징입니다.; 특징음(캐릭터노트)는 6음(13음)으로, 이 음이 도리안 모드만의 밝고 독특한 분위기를 만들어내는 핵심 역할을 합니다.",D 도리안 모드,"피아노의 하얀 건반에서 D, E, F, G, A, B, C, D 순으로 연주했을 때 생성되는 음계입니다.","마이너 계열의 멜랑콜리함과 6도의 밝음을 동시에 가진 모드로, 메이저와 마이너의 중간적인 느낌을 갖고 있습니다.; 1-9-b3-11-5-13-b7 구조를 기억하면 다양한 조성에서 도리안 모드를 쉽게 연습할 수 있습니다.; 도리안 모드의 6도 음(13음)을 강조하는 멜로디나 코드 진행에서 도리안 특유의 개성을 쉽게 느낄 수 있습니다.",스케일; 음정; 텐션,Scale; Interval; Tension
140,137,프리지안,Phrygian,프리지안모드; 프리지안스케일; Phrygian Mode; Phrygian Scale,"프리지안 모드는 메이저스케일에서 세 번째 음(미)을 기준으로 시작하는 7음 음계로, 이국적이고 어두운 성격을 가진 모드입니다.","프리지안 모드는 E음을 기준으로 피아노의 하얀 건반만을 순서대로 연주할 때 나오는 음계로, 미파솔라시도레(미)의 순서입니다.; 구성음은 1-b9-b3-11-5-b13-b7로 이루어져 있으며, 내추럴 마이너 스케일(에올리안)과 비교했을 때 2도가 반음 내린 b9(플랫 나인)이 특징입니다.; 특징음(캐릭터노트)는 2음(b9)으로, 반음으로 시작하는 음정이 프리지안 특유의 강렬하고 이국적인 분위기를 만들어냅니다.",E 프리지안 모드,"피아노의 하얀 건반에서 E, F, G, A, B, C, D, E 순으로 연주했을 때 생성되는 음계입니다.","스패니쉬(플라멩코)나 헤비메탈 등 독특하고 강한 분위기를 낼 때 자주 사용되는 모드입니다.; 1-b9-b3-11-5-b13-b7 구조를 외우면 다양한 조성에서 프리지안 모드를 쉽게 만들 수 있습니다.; 시작 음(E)과 다음 음(F)이 반음 관계이므로, 프리지안 특유의 긴장감을 직접 연주해 보며 감상해보세요.",스케일; 음정; 텐션,Scale; Interval; Tension
141,137,리디안,Lydian,리디안모드; 리디안스케일; Lydian Mode; Lydian Scale,"리디안 모드는 메이저스케일에서 네 번째 음(파)을 기준으로 시작하는 7음 음계로, 밝고 신비로운 성격이 강조되는 모드입니다.","리디안 모드는 F음을 기준으로 피아노의 하얀 건반만을 순서대로 연주할 때 나오는 음계로, 파솔라시도레미(파)의 순서입니다.; 구성음은 1-9-3-#11-5-13-7로 이루어져 있으며, 메이저스케일(아이오니안)과 비교했을 때 4도가 반음 높아진 #11(샾 일레븐)이 특징입니다.; 특징음(캐릭터노트)는 4음(#11)으로, 이 음이 리디안 모드만의 환상적이고 떠오르는 듯한 밝은 분위기를 부여합니다.",F 리디안 모드,"피아노의 하얀 건반에서 F, G, A, B, C, D, E, F 순으로 연주했을 때 생성되는 음계입니다.","영화음악, 재즈, 미니멀 음악 등에서 시원하고 신비로운 느낌을 줄 때 자주 사용되는 모드입니다.; 1-9-3-#11-5-13-7 구조를 외우면 다양한 조성에서 리디안 모드를 쉽게 만들 수 있습니다.; 리디안 모드의 4음(#11)을 멜로디나 코드에서 강조해보면 리디안 특유의 청량감과 떠오르는 듯한 분위기를 느낄 수 있습니다.",스케일; 음정; 텐션,Scale; Interval; Tension
