node_id,parent_id,concept.ko,concept.en,aliases,definition,logic,examples.name,examples.description,tips,prerequisites.ko,prerequisites.en
152,149,아이오니안 샾 파이브,Ionian #5,아이오니안 어그먼트; Ionian augment; 하모닉 마이너 세번째 모드,"아이오니안 샾 파이브는 하모닉 마이너 스케일의 세 번째 음에서 시작하는 7음 음계로, 메이저(아이오니안) 스케일과 같지만 5음이 증5도로 변화된 것이 특징인 독특한 모드입니다.",아이오니안 샾 파이브는 아이오니안 모드의 5음 대신 샾 5(증5도)로 변화된 모드스케일입니다.; 구성음은 1-9-3-11-#5-13-7 입니다.,C 아이오니안 샾 파이브,C-D-E-F-G#-A-B음으로 구성되어 있습니다.,"아이오니안 샾 파이브의 #5(증5도)는 이 음이 메이저 스케일과는 확연히 구별되는 이국적인 긴장감을 줍니다.; 코드의 루트, 3도, #5, 7도를 바로 이어서 연주하면 어그멘티드 사운드와 모드의 색깔이 확실이 드러납니다.",모드; 스케일,Mode; Scale
153,149,도리안 샾 일레븐,Dorian #11,도리안 샾 포; Dorian #4; 하모닉 마이너 네번째 모드,"도리안 샾 일레븐은 하모닉 마이너 스케일의 네 번째 음에서 시작하는 모드로, 일반 도리안 모드와 같지만 11음이 샾(#11, 증4)된 독특한 음색과 텐션을 가진 7음계입니다.",도리안 샾 일레븐은 도리안 모드의 11음 대신 샾 11(증4도)로 변화된 모드스케일입니다.; 구성음은 1-9-b3-#11-5-13-b7 입니다.,D 도리안 샾 일레븐,D-E-F-G#-A-B-C음으로 구성되어 있습니다.,도리안 샾 일레븐의 #11(증4도)는 일반적인 도리안모드와 비교해보면 소리의 차이를 느낄 수 있습니다. 해당 음을 코드 솔로나 멜로디에서 의도적으로 강조해보세요.,모드; 스케일,Mode; Scale
154,149,믹솔리디안 플랫 나인 플랫 서틴,Mixolydian b9 b13,프리지안 도미넌트; Phrygian dominant; 하모닉 마이너 다섯번째 모드,"믹솔리디안 플랫 나인 플랫 서틴은 하모닉 마이너 스케일의 다섯 번째 음에서 시작하는 모드로, 일반적인 믹솔리디안 스케일과 같지만, 9도, 13도가 플랫(b9,b13)된 형태로 되어있는 독특한 음색을 가진 7음계입니다.","믹솔리디안 플랫 나인 플랫 서틴은 믹솔리디안 모드의 9음,13음 대신 b9,b13음으로 변화된 모드 스케일입니다.; 구성음은 1-b9-b3-11-5-b13-b7 입니다.",E 믹솔리디안 플랫 나인 플랫 서틴,E-F-G#-A-B-C-D음으로 구성되어 있습니다.,믹솔리디안 플랫 나인 플랫 서틴은 일반적인 믹솔리디안 모드와 비교해보면 소리의 차이를 느낄 수 있습니다. 해당 음을 코드 솔로나 멜로디에서 강조했을때 나오는 아라빅한 사운드를 느껴보세요.,모드; 스케일,Mode; Scale
155,149,리디안 샾 나인,Lydian #9,리디안 샾 투; Lydian #2; 하모닉 마이너 여섯번째 모드,"리디안 샾 나인은 하모닉 마이너 스케일의 여섯 번째 음에서 시작하는 모드로, 일반적인 리디안 스케일과 같지만, 9음이 샾(#9 증2)된 독특한 음색을 가진 7음계입니다.",리디안 샾 나인은 리디안 모드의 9음 대신 #9음으로 변화된 모드 스케일입니다.; 구성음은 1-#9-3-#11-5-13-7 입니다.,F 리디안 샾 나인,F-G#-A-B-C-D-E음으로 구성되어 있습니다.,리디안 샾 나인은 일반적인 리디안모드와 비교해보면 소리의 차이를 느낄 수 있습니다.; #9음의 마이너틱(b3=#9)한 소리와 메이저(3)음이 같이 있으면서 생기는 특색있는 스케일의 사운드를 느껴보세요.,모드; 스케일,Mode; Scale
156,149,슈퍼로크리안 더블플랫 세븐,Superlocrian bb7,얼터드 디미니시드; Altered Diminished; 하모닉 마이너 일곱번째 모드,"슈퍼로크리안 더블플랫 세븐은 하모닉 마이너 스케일의 7번째 음에서 시작하는 모드로, 7도가 더블플랫(이중에 플랫, bb7)되어 극한의 긴장감과 불안정을 가진 매우 드물고 독특한 7음 음계입니다.","하모닉 마이너의 각 음에서는 고유한 모드가 파생되며, 슈퍼로크리안 더블플랫 세븐(또는 울트라 로크리안)은 7번째 음에서 시작합니다.; 구성음은 1-b9-b3-b11-b5-b13-bb7입니다.; 이 모드는 로크리안의 불안정한 성격에 더해, 7음을 더블플랫해주므로 독특한 음정 구조를 갖습니다.",G# 슈퍼로크리안 더블플랫 세븐,G#-A-B-C-D-E-F음으로 구성되어 있습니다.,"bb7(더블플랫7, enharmonic 6도)이 이 모드의 캐릭터 노트입니다. 메이저6도와 음이 같지만 기능적으로는 완전히 다릅니다.; 슈퍼로크리안 더블플랫 세븐은 매우 희귀하지만 실험적 음악 혹은 거친 해소감을 줄 때 색다른 효과를 발휘합니다.",모드; 스케일,Mode; Scale
157,148,멜로딕 마이너 모드 스케일,Melodic Minor Mode Scales,멜로딕 마이너 모드; Melodic Minor Modes; 선율단음계 모드; 멜로딕마이너 선법,"멜로딕 마이너 모드 스케일은 멜로딕 마이너(선율 단음계) 스케일의 각 음을 기점으로 시작하여 파생되는 7개의 모드(선법) 체계를 의미하며, 각 모드는 고유하고 독특한 음정 구조와 분위기를 가집니다.",멜로딕 마이너 스케일은 하모닉 마이너에서 6도 음을 반음 올려(장6도) 만든 7음 음계로 하모닉 마이너 스케일의 6음과 7음의 불안정한 음정 관계(증2도)를 안정적으로 만들어 줍니다.; 멜로딕 마이너 스케일에서 출발음을 바꾸어 각각 새로운 모드(선법)가 생성됩니다.,A 멜로딕 마이너 모드,A 하모닉 마이너 스케일(A-B-C-D-E-F-G#)에서 여섯번째 음을 반음 올린 형태인 (A-B-C-D-E-F#-G#)으로 구성되어 있습니다.,"A 하모닉 마이너 스케일에서의 F(단6도)음을 F#(장6도)로 바꾸어 주었기 때문에, 하모닉 마이너에 비해 선율적인 사운드를 느낄 수 있습니다.; 이를 통해 만들어지는 다양한 모드스케일의 변화들을 소리로 느껴보세요.; 재즈에서 가장 대표적으로 많이 사용되는 모드이기 때문에 특히 잘 익혀놓아야합니다.",모드; 스케일,Mode; Scale
158,157,멜로딕마이너 모드,Melodic Minor Mode,멜로딕 마이너 모드; Melodic Minor mode; 멜로딕 마이너 첫번째 모드; Jazz minor,"멜로딕 마이너 스케일의 각 음을 시작으로 7개의 모드(음계)로 파생된 스케일들을 통칭합니다. 각 모드는 독특한 음정 구조와 용도를 가지며, 주로 재즈나 고급 화성에서 활용됩니다.","멜로딕 마이너 스케일의 각 음에서는 고유한 모드가 파생되며, 멜로딕 마이너 모드는 1번째 음에서 시작합니다.; 구성음은 1-2-b3-4-5-6-7입니다.; 이 모드는 내추럴마이너에서 6, 7음을 반음 올린 구조를 가지며, 마이너한 뉘앙스에 메이저7의 밝음을 더합니다.

",A 멜로딕 마이너 모드,A 하모닉 마이너 스케일(A-B-C-D-E-F-G#)에서 여섯번째 음을 반음 올린 형태인 (A-B-C-D-E-F#-G#)으로 구성되어 있습니다.,"A 하모닉 마이너 스케일에서의 F(단6도)음을 F#(장6도)로 바꾸어 주었기 때문에, 하모닉 마이너에 비해 선율적인 사운드를 느낄 수 있습니다.; 이를 통해 만들어지는 다양한 모드스케일의 변화들을 소리로 느껴보세요.; 재즈에서 가장 대표적으로 많이 사용되는 모드이기 때문에 특히 잘 익혀놓아야합니다.",모드; 스케일,Mode; Scale
159,157,도리안 플랫 나인,Dorian b9,도리안 플랫 나인; Dorian b9; 도리안 b9; 멜로딕 마이너 두번째 모드,"멜로딕 마이너 스케일의 두 번째 음을 시작으로 만든 모드로, 도리안 모드에서 2음이 반음 낮아진 특징이 있습니다.
","멜로딕 마이너의 각 음에서는 고유한 모드가 파생되며, 도리안 플랫 나인은 2번째 음에서 시작합니다.; 구성음은 1-b2-b3-4-5-6-b7입니다.; 이 모드는 도리안의 밝고 부드러운 느낌에 2음을 반음 내린 어두움을 더해 독특한 분위기를 가집니다.",B 도리안 플랫 나인,B 도리안 플랫나인 모드는 A 멜로딕 마이너 스케일의 두번째(B) 음부터 시작해서 (B-C-D-E-F#-G#-A)로 구성됩니다. 도리안에서 두번째 음(9도)이 반음 낮아진 구조입니다.,2번째(9도) 음이 반음 내려간 점이 도리안과 가장 큰 차이입니다.; 평소 알고 있던 도리안과 비교하여 분위기 변화를 직접 들어보세요.; 어둡고 몽환적인 색채를 솔로나 화성에 활용하면 개성 있는 연주가 가능합니다.,모드; 스케일,Mode; Scale
160,157,리디안 샾 파이브,Lydian #5,리디안 샾 파이브; Lydian #5; 멜로딕 마이너 세번째 모드; Lydian Augmented,"멜로딕 마이너 스케일의 세 번째 음에서 시작하는 모드로, 리디안 스케일의 5음을 반음 올린 형태입니다.
","멜로딕 마이너의 각 음에서는 고유한 모드가 파생되며, 리디안 샾 파이브는 3번째 음에서 시작합니다.; 구성음은 1-2-3-#4-#5-6-7입니다.; 이 모드는 리디안의 상승된 4도와 더불어 5도까지 반음 올려, 밝고 이색적인 색채를 만듭니다.",C 리디안 샾 파이브,C 리디안 샾파이브는 A 멜로딕 마이너 스케일의 세번째(C) 음부터 시작하여 (C-D-E-F#-G#-A-B)로 구성됩니다. 리디안 모드에서 다섯번째 음이 반음 올라간(#5) 형태입니다.,"5번째(5도) 음을 반음 올려, 매우 현대적이고 신비로운 느낌을 줍니다.; 증5화음, 또는 메이저7#5 코드와의 조합을 실험해보세요.; 영화음악, 프로그레시브, 퓨전에서 자주 사용됩니다.",모드; 스케일,Mode; Scale
161,157,리디안 플랫 세븐,Lydian b7,리디안 플랫 세븐; Lydian b7; Melodic Minor 4th mode; Lydian Dominant,"멜로딕 마이너의 네 번째 모드로, 리디안 스케일의 7음을 반음 내린 구조입니다. 재즈에서 7(#11) 코드에 자주 사용됩니다.","멜로딕 마이너의 각 음에서는 고유한 모드가 파생되며, 리디안 플랫 세븐은 4번째 음에서 시작합니다.; 구성음은 1-2-3-#4-5-6-b7입니다.; 이 모드는 리디안의 특징(증4도음)에 도미넌트의 플랫7음을 결합하여 강렬하고 독특한 도미넌트 사운드를 연출합니다.",D 리디안 플랫 세븐,D 리디안 플랫세븐은 A 멜로딕 마이너 스케일의 네번째(D) 음부터 시작해서 (D-E-F#-G#-A-B-C)로 구성됩니다. 리디안 모드에서 일곱번째 음이 반음 내려간(b7) 구조입니다.,#4(증4도)와 b7(단7도)음의 조화에 집중해 들어보세요.; 대표적인 도미넌트 세븐(#11) 코드에 사용되어 진한 재즈 색깔을 만들어냅니다.; 코드톤을 함께 연습하면 즉흥연주에 유용합니다.,모드; 스케일,Mode; Scale
162,157,믹솔리디안 플랫 서틴,Mixolydian b13,믹솔리디안 플랫 서틴; Mixolydian b13; Melodic Minor 5th mode,"멜로딕 마이너 스케일 다섯 번째 음에서 출발, 믹솔리디안에 13도 음이 반음 낮아진 색채를 가지고 있습니다.","멜로딕 마이너의 각 음에서는 고유한 모드가 파생되며, 믹솔리디안 플랫 서틴은 5번째 음에서 시작합니다.; 구성음은 1-2-3-4-5-b6-b7입니다.; 이 모드는 믹솔리디안의 구조에 6음(13도)을 반음 내린 음정을 더해 재즈와 펑키한 진행에 적합합니다.",E 믹솔리디안 플랫 서틴,E 믹솔리디안 플랫서틴은 A 멜로딕 마이너 스케일의 다섯번째(E) 음부터 시작해서 (E-F#-G#-A-B-C-D)로 구성됩니다. 믹솔리디안에서 여섯번째 음(13도)이 반음 낮아진 형태입니다.,b13(6도)이 이 모드의 핵심 포인트입니다.; 일반 믹솔리디안이나 장조와 어떤 차이가 있는지 직접 연주해보면서 느껴보세요.; 펑키한 그루브나 현대재즈에서 색다른 색채를 더하는 스케일입니다.,모드; 스케일,Mode; Scale
163,157,로크리안 내추럴 나인,Locrian ♮9,"로크리안 내추럴 나인; Locrian nat 9; Locrian ♮9; Melodic Minor 6th mode
","멜로딕 마이너의 여섯 번째 모드로, 로크리안 모드에서 2음(9도)이 반음 올라간 구조를 가집니다.","멜로딕 마이너의 각 음에서는 고유한 모드가 파생되며, 로크리안 내추럴 나인은 6번째 음에서 시작합니다.; 구성음은 1-2-b3-4-b5-b6-b7입니다.; 이 모드는 로크리안의 불안정함에 2음(9도)이 내추럴화되어 조금 더 부드러운 뉘앙스를 갖게 됩니다.

",F# 로크리안 내추럴 나인,F# 로크리안 내추럴나인은 A 멜로딕 마이너 스케일의 여섯번째(F#) 음부터 시작해서 (F#-G#-A-B-C-D-E)로 구성됩니다. 로크리안에서 두번째 음(9도)이 내추럴로 적용된 구조입니다.,로크리안의 어둡고 불안정한 분위기에서 2도(9도) 음을 내추럴로 바꿔 보다 부드러운 느낌을 연출할 수 있습니다.; m7(b5) 코드 위에서 연주하기를 추천합니다.; 색다른 마이너톤 솔로에 도전해 보세요.,모드; 스케일,Mode; Scale
164,157,슈퍼로크리안,Superlocrian,Superlocrian; Altered scale; Melodic Minor 7th mode; Altered Dom; 얼터드스케일; 얼터드도미넌트,"멜로딕 마이너 스케일의 일곱 번째 모드. 얼터드 스케일이라고도 불리며, 도미넌트 세븐 코드의 거의 모든 장·단 변형음을 포함하고 있습니다.","멜로딕 마이너의 각 음에서는 고유한 모드가 파생되며, 슈퍼로크리안(얼터드 스케일)은 7번째 음에서 시작합니다.; 구성음은 1-b2-b3-b4-b5-b6-b7입니다.; 이 모드는 믹솔리디안보다 모든 주요 도수(9, 11, 13)가 변화되어, 얼터드 도미넌트 코드에 완벽하게 어울리는 독특한 구조를 갖습니다.; b3음과 b4(즉 3음)은 코드퀄리티에 해당하는 음으로 동시에 존재할 수 없기 때문에 b3음을 #9으로 해석합니다.",G# 슈퍼로크리안,"G# 슈퍼로크리안은 A 멜로딕 마이너 스케일의 일곱번째(G#) 음부터 시작해서 (G#-A-B-C-D-E-F#)로 구성됩니다. 얼터드 스케일이라고도 하며, 도미넌트 세븐 코드에 다양한 변형음을 첨가한 구조입니다.","모든 텐션 음(9, 11, 13)을 다양하게 변화시켜 얼터드 도미넌트 사운드에 최적화된 스케일입니다.; 얼터드 코드나 다양한 도미넌트7 코드에 솔로잉할 때 적극적으로 활용해보세요.; 고급스러운 재즈 솔로에 필수이므로 꼭 익혀두는 것이 좋습니다.",모드; 스케일,Mode; Scale
165,125,크로매틱 스케일,Chromatic Scale,크로매틱; Chromatic; 반음계; 12음계,서로 반음 간격으로 이루어진 12개의 음을 한 옥타브 안에 모두 포함한 음계입니다. 시작음에 상관없이 12음이 모두 등장하며 선법이나 장단조 구분이 없습니다.,"반음을 따라 이동하면 만들어지며, 한 옥타브를 12개의 동일한 간격(반음)으로 채운 스케일입니다.",C 크로매틱 스케일,"C 크로매틱 스케일은 C, C#, D, D#, E, F, F#, G, G#, A, A#, B로 이루어져 있습니다.","크로매틱 스케일은 다양한 음악에서 색채감, 긴장감, 효과음적으로 자주 사용됩니다. 메이저/마이너 스케일과는 다르게 모든 반음 사이가 동일한 간격이니 자유롭게 연습해보세요!",스케일,Scale